chr	tag	start	end	strand	ID
chr05	mRNA	230784	231999	+	LOC_Os05g01380.1
chr05	exon	230784	231999	+	LOC_Os05g01380.1:exon_1
chr05	five_prime_UTR	230784	230846	+	LOC_Os05g01380.1:utr_1
chr05	CDS	230847	231776	+	LOC_Os05g01380.1:cds_1
chr05	three_prime_UTR	231777	231999	+	LOC_Os05g01380.1:utr_2
chr05	gene	232119	232757	-	LOC_Os05g01390
chr05	mRNA	232119	232757	-	LOC_Os05g01390.1
chr05	exon	232119	232757	-	LOC_Os05g01390.1:exon_1
chr05	CDS	232119	232757	-	LOC_Os05g01390.1:cds_1
chr05	gene	234093	240018	+	LOC_Os05g01400
chr05	mRNA	234093	240018	+	LOC_Os05g01400.1
chr05	exon	234093	235474	+	LOC_Os05g01400.1:exon_1
chr05	exon	235689	236409	+	LOC_Os05g01400.1:exon_2
chr05	exon	236482	238242	+	LOC_Os05g01400.1:exon_3
chr05	exon	238276	240018	+	LOC_Os05g01400.1:exon_4
chr05	CDS	234093	235474	+	LOC_Os05g01400.1:cds_1
chr05	CDS	235689	236409	+	LOC_Os05g01400.1:cds_2
chr05	CDS	236482	238242	+	LOC_Os05g01400.1:cds_3
chr05	CDS	238276	240018	+	LOC_Os05g01400.1:cds_4
chr05	gene	240643	243176	-	LOC_Os05g01410
chr05	mRNA	240643	243176	-	LOC_Os05g01410.1
chr05	exon	242485	243176	-	LOC_Os05g01410.1:exon_1
chr05	exon	240643	242416	-	LOC_Os05g01410.1:exon_2
chr05	CDS	242485	243176	-	LOC_Os05g01410.1:cds_1
chr05	CDS	240643	242416	-	LOC_Os05g01410.1:cds_2
chr05	gene	245092	248165	-	LOC_Os05g01420
chr05	mRNA	245092	248165	-	LOC_Os05g01420.1
chr05	exon	247816	248165	-	LOC_Os05g01420.1:exon_1
chr05	exon	246481	247389	-	LOC_Os05g01420.1:exon_2
chr05	exon	245092	246394	-	LOC_Os05g01420.1:exon_3
chr05	CDS	247816	248165	-	LOC_Os05g01420.1:cds_1
chr05	CDS	246481	247389	-	LOC_Os05g01420.1:cds_2
chr05	CDS	245092	246394	-	LOC_Os05g01420.1:cds_3
chr05	gene	248400	249419	+	LOC_Os05g01430
chr05	mRNA	248400	249419	+	LOC_Os05g01430.1
chr05	exon	248400	249419	+	LOC_Os05g01430.1:exon_1
chr05	CDS	248400	249419	+	LOC_Os05g01430.1:cds_1
chr05	gene	251470	256590	+	LOC_Os05g01440
chr05	mRNA	251470	256590	+	LOC_Os05g01440.1
chr05	exon	251470	251535	+	LOC_Os05g01440.1:exon_1
chr05	exon	251619	255805	+	LOC_Os05g01440.1:exon_2
chr05	exon	256252	256590	+	LOC_Os05g01440.1:exon_3
chr05	CDS	251470	251535	+	LOC_Os05g01440.1:cds_1
chr05	CDS	251619	255800	+	LOC_Os05g01440.1:cds_2
chr05	three_prime_UTR	255801	255805	+	LOC_Os05g01440.1:utr_1
chr05	three_prime_UTR	256252	256590	+	LOC_Os05g01440.1:utr_2
chr05	gene	256779	258432	+	LOC_Os05g01444
chr05	mRNA	256779	258432	+	LOC_Os05g01444.1
chr05	exon	256779	258432	+	LOC_Os05g01444.1:exon_1
chr05	five_prime_UTR	256779	257057	+	LOC_Os05g01444.1:utr_1
chr05	CDS	257058	258263	+	LOC_Os05g01444.1:cds_1
chr05	three_prime_UTR	258264	258432	+	LOC_Os05g01444.1:utr_2
chr05	gene	259953	262291	-	LOC_Os05g01450
chr05	mRNA	259953	262291	-	LOC_Os05g01450.1
chr05	exon	261986	262291	-	LOC_Os05g01450.1:exon_1
chr05	exon	261803	261882	-	LOC_Os05g01450.1:exon_2
chr05	exon	261172	261401	-	LOC_Os05g01450.1:exon_3
chr05	exon	260654	260775	-	LOC_Os05g01450.1:exon_4
chr05	exon	260462	260575	-	LOC_Os05g01450.1:exon_5
chr05	exon	259953	260373	-	LOC_Os05g01450.1:exon_6
chr05	five_prime_UTR	262205	262291	-	LOC_Os05g01450.1:utr_2
chr05	CDS	261986	262204	-	LOC_Os05g01450.1:cds_1
chr05	CDS	261803	261882	-	LOC_Os05g01450.1:cds_2
chr05	CDS	261172	261401	-	LOC_Os05g01450.1:cds_3
chr05	CDS	260654	260775	-	LOC_Os05g01450.1:cds_4
chr05	CDS	260462	260575	-	LOC_Os05g01450.1:cds_5
chr05	CDS	260284	260373	-	LOC_Os05g01450.1:cds_6
chr05	three_prime_UTR	259953	260283	-	LOC_Os05g01450.1:utr_1
chr05	mRNA	259953	262291	-	LOC_Os05g01450.2
chr05	exon	261986	262291	-	LOC_Os05g01450.2:exon_1
chr05	exon	261172	261401	-	LOC_Os05g01450.2:exon_2
chr05	exon	260654	260775	-	LOC_Os05g01450.2:exon_3
chr05	exon	260462	260575	-	LOC_Os05g01450.2:exon_4
chr05	exon	259953	260373	-	LOC_Os05g01450.2:exon_5
chr05	five_prime_UTR	262033	262291	-	LOC_Os05g01450.2:utr_2
chr05	CDS	261986	262032	-	LOC_Os05g01450.2:cds_1
chr05	CDS	261172	261401	-	LOC_Os05g01450.2:cds_2
chr05	CDS	260654	260775	-	LOC_Os05g01450.2:cds_3
chr05	CDS	260462	260575	-	LOC_Os05g01450.2:cds_4
chr05	CDS	260284	260373	-	LOC_Os05g01450.2:cds_5
chr05	three_prime_UTR	259953	260283	-	LOC_Os05g01450.2:utr_1
chr05	gene	263725	266445	-	LOC_Os05g01460
chr05	mRNA	263725	266445	-	LOC_Os05g01460.1
chr05	exon	266149	266445	-	LOC_Os05g01460.1:exon_1
chr05	exon	265977	266044	-	LOC_Os05g01460.1:exon_2
chr05	exon	265830	265893	-	LOC_Os05g01460.1:exon_3
chr05	exon	265686	265757	-	LOC_Os05g01460.1:exon_4
chr05	exon	265094	265227	-	LOC_Os05g01460.1:exon_5
chr05	exon	264764	264908	-	LOC_Os05g01460.1:exon_6
chr05	exon	264557	264667	-	LOC_Os05g01460.1:exon_7
chr05	exon	263725	264126	-	LOC_Os05g01460.1:exon_8
chr05	five_prime_UTR	266428	266445	-	LOC_Os05g01460.1:utr_2
chr05	CDS	266149	266427	-	LOC_Os05g01460.1:cds_1
chr05	CDS	265977	266044	-	LOC_Os05g01460.1:cds_2
chr05	CDS	265830	265893	-	LOC_Os05g01460.1:cds_3
chr05	CDS	265686	265757	-	LOC_Os05g01460.1:cds_4
chr05	CDS	265094	265227	-	LOC_Os05g01460.1:cds_5
chr05	CDS	264764	264908	-	LOC_Os05g01460.1:cds_6
chr05	CDS	264557	264667	-	LOC_Os05g01460.1:cds_7
chr05	CDS	264001	264126	-	LOC_Os05g01460.1:cds_8
chr05	three_prime_UTR	263725	264000	-	LOC_Os05g01460.1:utr_1
chr05	mRNA	263744	266445	-	LOC_Os05g01460.2
chr05	exon	266149	266445	-	LOC_Os05g01460.2:exon_1
chr05	exon	265977	266044	-	LOC_Os05g01460.2:exon_2
chr05	exon	265686	265893	-	LOC_Os05g01460.2:exon_3
chr05	exon	264557	265227	-	LOC_Os05g01460.2:exon_4
chr05	exon	263744	264126	-	LOC_Os05g01460.2:exon_5
chr05	five_prime_UTR	266428	266445	-	LOC_Os05g01460.2:utr_3
chr05	CDS	266149	266427	-	LOC_Os05g01460.2:cds_1
chr05	CDS	265977	266044	-	LOC_Os05g01460.2:cds_2
chr05	CDS	265686	265893	-	LOC_Os05g01460.2:cds_3
chr05	CDS	265072	265227	-	LOC_Os05g01460.2:cds_4
chr05	three_prime_UTR	264557	265071	-	LOC_Os05g01460.2:utr_2
chr05	three_prime_UTR	263744	264126	-	LOC_Os05g01460.2:utr_1
chr05	mRNA	264430	266445	-	LOC_Os05g01460.3
chr05	exon	266149	266445	-	LOC_Os05g01460.3:exon_1
chr05	exon	265977	266044	-	LOC_Os05g01460.3:exon_2
chr05	exon	265686	265893	-	LOC_Os05g01460.3:exon_3
chr05	exon	264430	265227	-	LOC_Os05g01460.3:exon_4
chr05	five_prime_UTR	266428	266445	-	LOC_Os05g01460.3:utr_2
chr05	CDS	266149	266427	-	LOC_Os05g01460.3:cds_1
chr05	CDS	265977	266044	-	LOC_Os05g01460.3:cds_2
chr05	CDS	265686	265893	-	LOC_Os05g01460.3:cds_3
chr05	CDS	265072	265227	-	LOC_Os05g01460.3:cds_4
chr05	three_prime_UTR	264430	265071	-	LOC_Os05g01460.3:utr_1
chr05	mRNA	264430	266445	-	LOC_Os05g01460.5
chr05	exon	266149	266445	-	LOC_Os05g01460.5:exon_1
chr05	exon	265977	266044	-	LOC_Os05g01460.5:exon_2
chr05	exon	265830	265893	-	LOC_Os05g01460.5:exon_3
chr05	exon	265686	265757	-	LOC_Os05g01460.5:exon_4
chr05	exon	264430	265227	-	LOC_Os05g01460.5:exon_5
chr05	five_prime_UTR	266428	266445	-	LOC_Os05g01460.5:utr_2
chr05	CDS	266149	266427	-	LOC_Os05g01460.5:cds_1
chr05	CDS	265977	266044	-	LOC_Os05g01460.5:cds_2
chr05	CDS	265830	265893	-	LOC_Os05g01460.5:cds_3
chr05	CDS	265686	265757	-	LOC_Os05g01460.5:cds_4
chr05	CDS	265072	265227	-	LOC_Os05g01460.5:cds_5
chr05	three_prime_UTR	264430	265071	-	LOC_Os05g01460.5:utr_1
chr05	gene	267816	278060	-	LOC_Os05g01470
chr05	mRNA	267816	278060	-	LOC_Os05g01470.1
chr05	exon	277749	278060	-	LOC_Os05g01470.1:exon_1
chr05	exon	273045	273238	-	LOC_Os05g01470.1:exon_2
chr05	exon	272462	272668	-	LOC_Os05g01470.1:exon_3
chr05	exon	272274	272369	-	LOC_Os05g01470.1:exon_4
chr05	exon	271866	272054	-	LOC_Os05g01470.1:exon_5
chr05	exon	271465	271653	-	LOC_Os05g01470.1:exon_6
chr05	exon	271155	271391	-	LOC_Os05g01470.1:exon_7
chr05	exon	270938	271072	-	LOC_Os05g01470.1:exon_8
chr05	exon	270386	270691	-	LOC_Os05g01470.1:exon_9
chr05	exon	270097	270276	-	LOC_Os05g01470.1:exon_10
chr05	exon	268840	269805	-	LOC_Os05g01470.1:exon_11
chr05	exon	267816	268511	-	LOC_Os05g01470.1:exon_12
chr05	five_prime_UTR	278005	278060	-	LOC_Os05g01470.1:utr_2
chr05	CDS	277749	278004	-	LOC_Os05g01470.1:cds_1
chr05	CDS	273045	273238	-	LOC_Os05g01470.1:cds_2
chr05	CDS	272462	272668	-	LOC_Os05g01470.1:cds_3
chr05	CDS	272274	272369	-	LOC_Os05g01470.1:cds_4
chr05	CDS	271866	272054	-	LOC_Os05g01470.1:cds_5
chr05	CDS	271465	271653	-	LOC_Os05g01470.1:cds_6
chr05	CDS	271155	271391	-	LOC_Os05g01470.1:cds_7
chr05	CDS	270938	271072	-	LOC_Os05g01470.1:cds_8
chr05	CDS	270386	270691	-	LOC_Os05g01470.1:cds_9
chr05	CDS	270097	270276	-	LOC_Os05g01470.1:cds_10
chr05	CDS	268840	269805	-	LOC_Os05g01470.1:cds_11
chr05	CDS	268194	268511	-	LOC_Os05g01470.1:cds_12
chr05	three_prime_UTR	267816	268193	-	LOC_Os05g01470.1:utr_1
chr05	mRNA	267816	274638	-	LOC_Os05g01470.2
chr05	exon	274324	274638	-	LOC_Os05g01470.2:exon_1
chr05	exon	273045	273238	-	LOC_Os05g01470.2:exon_2
chr05	exon	272462	272668	-	LOC_Os05g01470.2:exon_3
chr05	exon	272274	272369	-	LOC_Os05g01470.2:exon_4
chr05	exon	271866	272054	-	LOC_Os05g01470.2:exon_5
chr05	exon	271465	271653	-	LOC_Os05g01470.2:exon_6
chr05	exon	271155	271391	-	LOC_Os05g01470.2:exon_7
chr05	exon	270938	271072	-	LOC_Os05g01470.2:exon_8
chr05	exon	270386	270691	-	LOC_Os05g01470.2:exon_9
chr05	exon	270097	270276	-	LOC_Os05g01470.2:exon_10
chr05	exon	268840	269805	-	LOC_Os05g01470.2:exon_11
chr05	exon	267816	268511	-	LOC_Os05g01470.2:exon_12
chr05	five_prime_UTR	274562	274638	-	LOC_Os05g01470.2:utr_2
chr05	CDS	274324	274561	-	LOC_Os05g01470.2:cds_1
chr05	CDS	273045	273238	-	LOC_Os05g01470.2:cds_2
chr05	CDS	272462	272668	-	LOC_Os05g01470.2:cds_3
chr05	CDS	272274	272369	-	LOC_Os05g01470.2:cds_4
chr05	CDS	271866	272054	-	LOC_Os05g01470.2:cds_5
chr05	CDS	271465	271653	-	LOC_Os05g01470.2:cds_6
chr05	CDS	271155	271391	-	LOC_Os05g01470.2:cds_7
chr05	CDS	270938	271072	-	LOC_Os05g01470.2:cds_8
chr05	CDS	270386	270691	-	LOC_Os05g01470.2:cds_9
chr05	CDS	270097	270276	-	LOC_Os05g01470.2:cds_10
chr05	CDS	268840	269805	-	LOC_Os05g01470.2:cds_11
chr05	CDS	268194	268511	-	LOC_Os05g01470.2:cds_12
chr05	three_prime_UTR	267816	268193	-	LOC_Os05g01470.2:utr_1
chr05	mRNA	269814	278060	-	LOC_Os05g01470.3
chr05	exon	277749	278060	-	LOC_Os05g01470.3:exon_1
chr05	exon	273045	273238	-	LOC_Os05g01470.3:exon_2
chr05	exon	272462	272668	-	LOC_Os05g01470.3:exon_3
chr05	exon	272274	272369	-	LOC_Os05g01470.3:exon_4
chr05	exon	271866	272054	-	LOC_Os05g01470.3:exon_5
chr05	exon	271465	271653	-	LOC_Os05g01470.3:exon_6
chr05	exon	271155	271391	-	LOC_Os05g01470.3:exon_7
chr05	exon	270938	271072	-	LOC_Os05g01470.3:exon_8
chr05	exon	270386	270691	-	LOC_Os05g01470.3:exon_9
chr05	exon	269814	270276	-	LOC_Os05g01470.3:exon_10
chr05	five_prime_UTR	278005	278060	-	LOC_Os05g01470.3:utr_2
chr05	CDS	277749	278004	-	LOC_Os05g01470.3:cds_1
chr05	CDS	273045	273238	-	LOC_Os05g01470.3:cds_2
chr05	CDS	272462	272668	-	LOC_Os05g01470.3:cds_3
chr05	CDS	272274	272369	-	LOC_Os05g01470.3:cds_4
chr05	CDS	271866	272054	-	LOC_Os05g01470.3:cds_5
chr05	CDS	271465	271653	-	LOC_Os05g01470.3:cds_6
chr05	CDS	271155	271391	-	LOC_Os05g01470.3:cds_7
chr05	CDS	270938	271072	-	LOC_Os05g01470.3:cds_8
chr05	CDS	270386	270691	-	LOC_Os05g01470.3:cds_9
chr05	CDS	270034	270276	-	LOC_Os05g01470.3:cds_10
chr05	three_prime_UTR	269814	270033	-	LOC_Os05g01470.3:utr_1
chr05	gene	284970	287694	+	LOC_Os05g01480
chr05	mRNA	284970	287694	+	LOC_Os05g01480.1
chr05	exon	284970	285249	+	LOC_Os05g01480.1:exon_1
chr05	exon	286561	287694	+	LOC_Os05g01480.1:exon_2
chr05	five_prime_UTR	284970	285078	+	LOC_Os05g01480.1:utr_1
chr05	CDS	285079	285249	+	LOC_Os05g01480.1:cds_1
chr05	CDS	286561	287052	+	LOC_Os05g01480.1:cds_2
chr05	three_prime_UTR	287053	287694	+	LOC_Os05g01480.1:utr_2
chr05	gene	287362	290707	-	LOC_Os05g01490
chr05	mRNA	287362	290707	-	LOC_Os05g01490.1
chr05	exon	290582	290707	-	LOC_Os05g01490.1:exon_1
chr05	exon	290416	290488	-	LOC_Os05g01490.1:exon_2
chr05	exon	290245	290292	-	LOC_Os05g01490.1:exon_3
chr05	exon	290082	290129	-	LOC_Os05g01490.1:exon_4
chr05	exon	289098	289169	-	LOC_Os05g01490.1:exon_5
chr05	exon	288692	288847	-	LOC_Os05g01490.1:exon_6
chr05	exon	288240	288343	-	LOC_Os05g01490.1:exon_7
chr05	exon	287362	287714	-	LOC_Os05g01490.1:exon_8
chr05	five_prime_UTR	290596	290707	-	LOC_Os05g01490.1:utr_2
chr05	CDS	290582	290595	-	LOC_Os05g01490.1:cds_1
chr05	CDS	290416	290488	-	LOC_Os05g01490.1:cds_2
chr05	CDS	290245	290292	-	LOC_Os05g01490.1:cds_3
chr05	CDS	290082	290129	-	LOC_Os05g01490.1:cds_4
chr05	CDS	289098	289169	-	LOC_Os05g01490.1:cds_5
chr05	CDS	288692	288847	-	LOC_Os05g01490.1:cds_6
chr05	CDS	288240	288343	-	LOC_Os05g01490.1:cds_7
chr05	CDS	287609	287714	-	LOC_Os05g01490.1:cds_8
chr05	three_prime_UTR	287362	287608	-	LOC_Os05g01490.1:utr_1
chr05	mRNA	287362	288834	-	LOC_Os05g01490.2
chr05	exon	288692	288834	-	LOC_Os05g01490.2:exon_1
chr05	exon	288240	288343	-	LOC_Os05g01490.2:exon_2
chr05	exon	287362	287714	-	LOC_Os05g01490.2:exon_3
chr05	five_prime_UTR	288827	288834	-	LOC_Os05g01490.2:utr_2
chr05	CDS	288692	288826	-	LOC_Os05g01490.2:cds_1
chr05	CDS	288240	288343	-	LOC_Os05g01490.2:cds_2
chr05	CDS	287609	287714	-	LOC_Os05g01490.2:cds_3
chr05	three_prime_UTR	287362	287608	-	LOC_Os05g01490.2:utr_1
chr05	gene	291425	296877	+	LOC_Os05g01500
chr05	mRNA	291425	296877	+	LOC_Os05g01500.1
chr05	exon	291425	291725	+	LOC_Os05g01500.1:exon_1
chr05	exon	292197	292367	+	LOC_Os05g01500.1:exon_2
chr05	exon	293109	293155	+	LOC_Os05g01500.1:exon_3
chr05	exon	293611	293757	+	LOC_Os05g01500.1:exon_4
chr05	exon	293840	293914	+	LOC_Os05g01500.1:exon_5
chr05	exon	294171	294280	+	LOC_Os05g01500.1:exon_6
chr05	exon	294377	294504	+	LOC_Os05g01500.1:exon_7
chr05	exon	294713	294774	+	LOC_Os05g01500.1:exon_8
chr05	exon	294944	295093	+	LOC_Os05g01500.1:exon_9
chr05	exon	295172	295206	+	LOC_Os05g01500.1:exon_10
chr05	exon	295428	295496	+	LOC_Os05g01500.1:exon_11
chr05	exon	295883	295974	+	LOC_Os05g01500.1:exon_12
chr05	exon	296063	296139	+	LOC_Os05g01500.1:exon_13
chr05	exon	296547	296624	+	LOC_Os05g01500.1:exon_14
chr05	exon	296779	296877	+	LOC_Os05g01500.1:exon_15
chr05	CDS	291425	291725	+	LOC_Os05g01500.1:cds_1
chr05	CDS	292197	292367	+	LOC_Os05g01500.1:cds_2
chr05	CDS	293109	293155	+	LOC_Os05g01500.1:cds_3
chr05	CDS	293611	293757	+	LOC_Os05g01500.1:cds_4
chr05	CDS	293840	293914	+	LOC_Os05g01500.1:cds_5
chr05	CDS	294171	294280	+	LOC_Os05g01500.1:cds_6
chr05	CDS	294377	294504	+	LOC_Os05g01500.1:cds_7
chr05	CDS	294713	294774	+	LOC_Os05g01500.1:cds_8
chr05	CDS	294944	295093	+	LOC_Os05g01500.1:cds_9
chr05	CDS	295172	295206	+	LOC_Os05g01500.1:cds_10
chr05	CDS	295428	295496	+	LOC_Os05g01500.1:cds_11
chr05	CDS	295883	295974	+	LOC_Os05g01500.1:cds_12
chr05	CDS	296063	296139	+	LOC_Os05g01500.1:cds_13
chr05	CDS	296547	296624	+	LOC_Os05g01500.1:cds_14
chr05	CDS	296779	296877	+	LOC_Os05g01500.1:cds_15
chr05	gene	299378	303764	+	LOC_Os05g01510
chr05	mRNA	299378	303764	+	LOC_Os05g01510.1
chr05	exon	299378	299662	+	LOC_Os05g01510.1:exon_1
chr05	exon	301408	301569	+	LOC_Os05g01510.1:exon_2
chr05	exon	301692	301762	+	LOC_Os05g01510.1:exon_3
chr05	exon	302420	302525	+	LOC_Os05g01510.1:exon_4
chr05	exon	303182	303314	+	LOC_Os05g01510.1:exon_5
chr05	exon	303420	303764	+	LOC_Os05g01510.1:exon_6
chr05	five_prime_UTR	299378	299662	+	LOC_Os05g01510.1:utr_1
chr05	five_prime_UTR	301408	301489	+	LOC_Os05g01510.1:utr_2
chr05	CDS	301490	301569	+	LOC_Os05g01510.1:cds_1
chr05	CDS	301692	301762	+	LOC_Os05g01510.1:cds_2
chr05	CDS	302420	302525	+	LOC_Os05g01510.1:cds_3
chr05	CDS	303182	303314	+	LOC_Os05g01510.1:cds_4
chr05	CDS	303420	303554	+	LOC_Os05g01510.1:cds_5
chr05	three_prime_UTR	303555	303764	+	LOC_Os05g01510.1:utr_3
chr05	mRNA	299386	303764	+	LOC_Os05g01510.2
chr05	exon	299386	299662	+	LOC_Os05g01510.2:exon_1
chr05	exon	301402	301569	+	LOC_Os05g01510.2:exon_2
chr05	exon	301692	301762	+	LOC_Os05g01510.2:exon_3
chr05	exon	302420	302525	+	LOC_Os05g01510.2:exon_4
chr05	exon	303182	303314	+	LOC_Os05g01510.2:exon_5
chr05	exon	303420	303764	+	LOC_Os05g01510.2:exon_6
chr05	five_prime_UTR	299386	299662	+	LOC_Os05g01510.2:utr_1
chr05	five_prime_UTR	301402	301489	+	LOC_Os05g01510.2:utr_2
chr05	CDS	301490	301569	+	LOC_Os05g01510.2:cds_1
chr05	CDS	301692	301762	+	LOC_Os05g01510.2:cds_2
chr05	CDS	302420	302525	+	LOC_Os05g01510.2:cds_3
chr05	CDS	303182	303314	+	LOC_Os05g01510.2:cds_4
chr05	CDS	303420	303554	+	LOC_Os05g01510.2:cds_5
chr05	three_prime_UTR	303555	303764	+	LOC_Os05g01510.2:utr_3
chr10	gene	20270951	20272355	-	LOC_Os10g37860
chr10	mRNA	20270951	20272355	-	LOC_Os10g37860.1
chr10	exon	20272174	20272355	-	LOC_Os10g37860.1:exon_1
chr10	exon	20271292	20271370	-	LOC_Os10g37860.1:exon_2
chr10	exon	20270951	20271001	-	LOC_Os10g37860.1:exon_3
chr10	CDS	20272174	20272355	-	LOC_Os10g37860.1:cds_1
chr10	CDS	20271292	20271370	-	LOC_Os10g37860.1:cds_2
chr10	CDS	20270951	20271001	-	LOC_Os10g37860.1:cds_3
chr10	gene	20278178	20278485	-	LOC_Os10g37870
chr10	mRNA	20278178	20278485	-	LOC_Os10g37870.1
chr10	exon	20278309	20278485	-	LOC_Os10g37870.1:exon_1
chr10	exon	20278178	20278246	-	LOC_Os10g37870.1:exon_2
chr10	CDS	20278309	20278485	-	LOC_Os10g37870.1:cds_1
chr10	CDS	20278178	20278246	-	LOC_Os10g37870.1:cds_2
chr10	gene	20281431	20285018	+	LOC_Os10g37880
chr10	mRNA	20281431	20285018	+	LOC_Os10g37880.1
chr10	exon	20281431	20281605	+	LOC_Os10g37880.1:exon_1
chr10	exon	20281716	20281908	+	LOC_Os10g37880.1:exon_2
chr10	exon	20282398	20282478	+	LOC_Os10g37880.1:exon_3
chr10	exon	20282554	20282605	+	LOC_Os10g37880.1:exon_4
chr10	exon	20282774	20282877	+	LOC_Os10g37880.1:exon_5
chr10	exon	20283060	20283160	+	LOC_Os10g37880.1:exon_6
chr10	exon	20283398	20283456	+	LOC_Os10g37880.1:exon_7
chr10	exon	20283709	20283765	+	LOC_Os10g37880.1:exon_8
chr10	exon	20284117	20284162	+	LOC_Os10g37880.1:exon_9
chr10	exon	20284360	20284439	+	LOC_Os10g37880.1:exon_10
chr10	exon	20284522	20285018	+	LOC_Os10g37880.1:exon_11
chr10	five_prime_UTR	20281431	20281512	+	LOC_Os10g37880.1:utr_1
chr10	CDS	20281513	20281605	+	LOC_Os10g37880.1:cds_1
chr10	CDS	20281716	20281908	+	LOC_Os10g37880.1:cds_2
chr10	CDS	20282398	20282478	+	LOC_Os10g37880.1:cds_3
chr10	CDS	20282554	20282605	+	LOC_Os10g37880.1:cds_4
chr10	CDS	20282774	20282877	+	LOC_Os10g37880.1:cds_5
chr10	CDS	20283060	20283160	+	LOC_Os10g37880.1:cds_6
chr10	CDS	20283398	20283456	+	LOC_Os10g37880.1:cds_7
chr10	CDS	20283709	20283765	+	LOC_Os10g37880.1:cds_8
chr10	CDS	20284117	20284162	+	LOC_Os10g37880.1:cds_9
chr10	CDS	20284360	20284439	+	LOC_Os10g37880.1:cds_10
chr10	CDS	20284522	20284582	+	LOC_Os10g37880.1:cds_11
chr10	three_prime_UTR	20284583	20285018	+	LOC_Os10g37880.1:utr_2
chr10	mRNA	20281431	20285018	+	LOC_Os10g37880.2
chr10	exon	20281431	20281605	+	LOC_Os10g37880.2:exon_1
chr10	exon	20281716	20281908	+	LOC_Os10g37880.2:exon_2
chr10	exon	20282398	20282478	+	LOC_Os10g37880.2:exon_3
chr10	exon	20282554	20282605	+	LOC_Os10g37880.2:exon_4
chr10	exon	20282774	20282877	+	LOC_Os10g37880.2:exon_5
chr10	exon	20283060	20283160	+	LOC_Os10g37880.2:exon_6
chr10	exon	20283398	20283456	+	LOC_Os10g37880.2:exon_7
chr10	exon	20283709	20283765	+	LOC_Os10g37880.2:exon_8
chr10	exon	20284117	20284162	+	LOC_Os10g37880.2:exon_9
chr10	exon	20284360	20285018	+	LOC_Os10g37880.2:exon_10
chr10	five_prime_UTR	20281431	20281512	+	LOC_Os10g37880.2:utr_1
chr10	CDS	20281513	20281605	+	LOC_Os10g37880.2:cds_1
chr10	CDS	20281716	20281908	+	LOC_Os10g37880.2:cds_2
chr10	CDS	20282398	20282478	+	LOC_Os10g37880.2:cds_3
chr10	CDS	20282554	20282605	+	LOC_Os10g37880.2:cds_4
chr10	CDS	20282774	20282877	+	LOC_Os10g37880.2:cds_5
chr10	CDS	20283060	20283160	+	LOC_Os10g37880.2:cds_6
chr10	CDS	20283398	20283456	+	LOC_Os10g37880.2:cds_7
chr10	CDS	20283709	20283765	+	LOC_Os10g37880.2:cds_8
chr10	CDS	20284117	20284162	+	LOC_Os10g37880.2:cds_9
chr10	CDS	20284360	20284458	+	LOC_Os10g37880.2:cds_10
chr10	three_prime_UTR	20284459	20285018	+	LOC_Os10g37880.2:utr_2
chr10	mRNA	20281450	20285018	+	LOC_Os10g37880.3
chr10	exon	20281450	20281605	+	LOC_Os10g37880.3:exon_1
chr10	exon	20281716	20281908	+	LOC_Os10g37880.3:exon_2
chr10	exon	20282398	20282478	+	LOC_Os10g37880.3:exon_3
chr10	exon	20282554	20282605	+	LOC_Os10g37880.3:exon_4
chr10	exon	20282774	20282877	+	LOC_Os10g37880.3:exon_5
chr10	exon	20283060	20283160	+	LOC_Os10g37880.3:exon_6
chr10	exon	20283398	20283456	+	LOC_Os10g37880.3:exon_7
chr10	exon	20283709	20283765	+	LOC_Os10g37880.3:exon_8
chr10	exon	20284117	20284262	+	LOC_Os10g37880.3:exon_9
chr10	exon	20284360	20284439	+	LOC_Os10g37880.3:exon_10
chr10	exon	20284522	20285018	+	LOC_Os10g37880.3:exon_11
chr10	five_prime_UTR	20281450	20281512	+	LOC_Os10g37880.3:utr_1
chr10	CDS	20281513	20281605	+	LOC_Os10g37880.3:cds_1
chr10	CDS	20281716	20281908	+	LOC_Os10g37880.3:cds_2
chr10	CDS	20282398	20282478	+	LOC_Os10g37880.3:cds_3
chr10	CDS	20282554	20282605	+	LOC_Os10g37880.3:cds_4
chr10	CDS	20282774	20282877	+	LOC_Os10g37880.3:cds_5
chr10	CDS	20283060	20283160	+	LOC_Os10g37880.3:cds_6
chr10	CDS	20283398	20283456	+	LOC_Os10g37880.3:cds_7
chr10	CDS	20283709	20283765	+	LOC_Os10g37880.3:cds_8
chr10	CDS	20284117	20284174	+	LOC_Os10g37880.3:cds_9
chr10	three_prime_UTR	20284175	20284262	+	LOC_Os10g37880.3:utr_2
chr10	three_prime_UTR	20284360	20284439	+	LOC_Os10g37880.3:utr_3
chr10	three_prime_UTR	20284522	20285018	+	LOC_Os10g37880.3:utr_4
chr10	mRNA	20281431	20285018	+	LOC_Os10g37880.4
chr10	exon	20281431	20281605	+	LOC_Os10g37880.4:exon_1
chr10	exon	20281716	20281908	+	LOC_Os10g37880.4:exon_2
chr10	exon	20282398	20282478	+	LOC_Os10g37880.4:exon_3
chr10	exon	20282554	20282605	+	LOC_Os10g37880.4:exon_4
chr10	exon	20282774	20282877	+	LOC_Os10g37880.4:exon_5
chr10	exon	20283060	20283160	+	LOC_Os10g37880.4:exon_6
